transaction_id,sale_date,sale_year,sale_month,sale_quarter,model,variant,segment,body_style,fuel_type,transmission,color,trim_line,optional_packages,options_cost_usd,msrp_usd,discount_percent,discount_amount_usd,final_sale_price_usd,financing_type,loan_term_months,region,country,sales_channel,customer_type,warranty_package,delivery_days,customer_satisfaction_score,is_repeat_customer,trade_in
BMW-2025-07560,04/05/2025,2025,5,Q2,3 Series,340i,Sedan,Sedan,Petrol,Automatic,Frozen Pure Grey,M Sport,2,4807.73,54400.27,10.05,5467.23,48933.04,Loan,24,North America,Mexico,Dealership,Government,3-Year Extended,57,3,TRUE,TRUE
BMW-2024-07561,14/10/2024,2024,10,Q4,iX,xDrive50,EV,SUV,Hybrid (PHEV),Automatic,Frozen Pure Grey,Sport Line,0,0,97553.09,4.58,4467.93,93085.16,Lease,72,China,China,Fleet/Corporate,Corporate,2-Year Standard,69,4,FALSE,FALSE
BMW-2024-07562,17/04/2024,2024,4,Q2,X7,M60i,SUV,SUV,Electric (BEV),Steptronic Sport,Melbourne Red,Luxury Line,0,0,108084.2,0.19,205.36,107878.84,Lease,48,Middle East,Qatar,Online Direct,Corporate,3-Year Extended,14,3.9,FALSE,FALSE
BMW-2025-07563,14/06/2025,2025,6,Q2,5 Series,530e,Sedan,Sedan,Petrol,Automatic,Mineral Grey,M Sport,0,0,68330.99,8.5,5808.13,62522.86,Lease,36,Europe,Italy,Dealership,Individual,5-Year Premium,61,4.7,FALSE,TRUE
BMW-2025-07564,12/12/2025,2025,12,Q4,Z4,sDrive30i,Roadster,Convertible,Petrol,Automatic,Portimao Blue,Luxury Line,0,0,67678.24,3,2030.35,65647.89,Cash,0,China,China,Dealership,Corporate,2-Year Standard,11,4.3,TRUE,FALSE
BMW-2025-07565,12/03/2025,2025,3,Q1,Z4,sDrive20i,Roadster,Convertible,Electric (BEV),Automatic,Carbon Black,Standard,5,11192.8,64648.75,0.21,135.76,64512.99,Lease,72,Middle East,Qatar,Dealership,Individual,3-Year Extended,77,4.8,FALSE,TRUE
BMW-2024-07566,06/03/2024,2024,3,Q1,4 Series,430e,Coupe,Sedan,Petrol,Automatic,Verde Ermes,Luxury Line,3,3341.87,57412.53,3.04,1745.34,55667.19,Loan,72,Asia Pacific,Australia,Online Direct,Corporate,3-Year Extended,54,4.4,FALSE,FALSE
BMW-2024-07567,05/05/2024,2024,5,Q2,i7,M70,EV,Sedan,Hybrid (PHEV),Automatic,Tanzanite Blue,Sport Line,2,2125.21,119171.72,0.41,488.6,118683.12,Loan,72,China,China,Online Direct,Corporate,5-Year Premium,7,4.6,FALSE,FALSE
BMW-2025-07568,12/01/2025,2025,1,Q1,1 Series,120i,Compact,Hatchback,Petrol,Automatic,Melbourne Red,Standard,2,4841.56,37966.77,2.5,949.17,37017.6,Cash,0,North America,USA,Dealership,Individual,2-Year Standard,69,4.4,FALSE,FALSE
BMW-2024-07569,13/04/2024,2024,4,Q2,X3,xDrive30e,SUV,SUV,Electric (BEV),Automatic,Dravit Grey,Standard,3,5584.01,56528.35,6.63,3747.83,52780.52,Cash,0,Middle East,Qatar,Dealership,Individual,2-Year Standard,64,4.3,FALSE,FALSE
BMW-2024-07570,31/03/2024,2024,3,Q1,2 Series,M2,Compact,Hatchback,Electric (BEV),Manual,Carbon Black,M Sport,5,12428.04,46282.17,2.97,1374.58,44907.59,Lease,60,China,China,Dealership,Individual,2-Year Standard,31,2.5,FALSE,TRUE
BMW-2024-07571,10/12/2024,2024,12,Q4,7 Series,M760e,Luxury,Sedan,Electric (BEV),Automatic,Verde Ermes,Luxury Line,5,7905.69,107842.54,8.99,9695.04,98147.5,Subscription,0,Middle East,Qatar,Dealership,Individual,2-Year Standard,46,4.5,FALSE,TRUE
BMW-2024-07572,17/04/2024,2024,4,Q2,4 Series,420i,Coupe,Sedan,Petrol,Automatic,Verde Ermes,M Sport,0,0,58062.26,9.87,5730.75,52331.51,Lease,48,Europe,Spain,Dealership,Individual,2-Year Standard,29,4.6,FALSE,FALSE
BMW-2025-07573,09/05/2025,2025,5,Q2,2 Series,M240i,Compact,Hatchback,Diesel,Automatic,Frozen Pure Grey,Sport Line,5,11010.37,46471.77,8.23,3824.63,42647.14,Cash,0,Middle East,UAE,Dealership,Individual,2-Year Standard,6,4.7,FALSE,FALSE
BMW-2024-07574,14/12/2024,2024,12,Q4,4 Series,430e,Coupe,Sedan,Petrol,Manual,Carbon Black,xLine,5,4432.32,57534.82,3.42,1967.69,55567.13,Cash,0,China,China,Online Direct,Individual,2-Year Standard,75,4.7,FALSE,TRUE
BMW-2025-07575,07/05/2025,2025,5,Q2,3 Series,340i,Sedan,Sedan,Hybrid (PHEV),Automatic,Mineral Grey,Sport Line,5,10329,50853.91,2.78,1413.74,49440.17,Cash,0,China,China,Online Direct,Individual,2-Year Standard,38,4.8,TRUE,TRUE
BMW-2025-07576,28/03/2025,2025,3,Q1,X1,xDrive23i,SUV,SUV,Diesel,Automatic,Melbourne Red,M Sport,5,8934.33,46699.35,0.18,84.06,46615.29,Lease,24,Europe,Italy,Dealership,Individual,3-Year Extended,25,4.6,FALSE,TRUE
BMW-2024-07577,06/12/2024,2024,12,Q4,X5,xDrive40i,SUV,SUV,Hybrid (PHEV),Automatic,Alpine White,M Sport,4,5047.29,75606.42,6.87,5194.16,70412.26,Lease,24,Latin America,Argentina,Dealership,Government,3-Year Extended,9,4,FALSE,FALSE
BMW-2024-07578,18/11/2024,2024,11,Q4,X1,xDrive23i,SUV,SUV,Diesel,Steptronic Sport,Melbourne Red,Sport Line,4,3950.4,46054.96,1.22,561.87,45493.09,Loan,60,North America,Canada,Dealership,Individual,2-Year Standard,38,4.6,TRUE,FALSE
BMW-2024-07579,20/03/2024,2024,3,Q1,4 Series,430e,Coupe,Sedan,Electric (BEV),Automatic,Alpine White,M Sport,2,1882.7,56522.84,3.04,1718.29,54804.55,Lease,48,Europe,Italy,Dealership,Individual,3-Year Extended,16,3.4,FALSE,FALSE
BMW-2024-07580,21/10/2024,2024,10,Q4,X1,xDrive20i,SUV,SUV,Diesel,Automatic,Dravit Grey,xLine,3,4537.61,42668.87,9.84,4198.62,38470.25,Loan,24,Asia Pacific,Thailand,Online Direct,Individual,2-Year Standard,9,3.8,FALSE,FALSE
BMW-2025-07581,06/09/2025,2025,9,Q3,i7,M70,EV,Sedan,Petrol,Automatic,Portimao Blue,Sport Line,0,0,123436.7,7.07,8726.97,114709.73,Loan,24,China,China,Dealership,Corporate,5-Year Premium,11,4.2,TRUE,TRUE
BMW-2025-07582,28/07/2025,2025,7,Q3,X1,xDrive23i,SUV,SUV,Petrol,Automatic,Tanzanite Blue,Sport Line,0,0,45807.9,11.42,5231.26,40576.64,Lease,72,North America,Mexico,Online Direct,Individual,2-Year Standard,24,2.5,FALSE,TRUE
BMW-2024-07583,14/06/2024,2024,6,Q2,X3,M,SUV,SUV,Petrol,Automatic,Mineral Grey,Sport Line,1,2454.8,56417.43,2.66,1500.7,54916.73,Cash,0,Europe,Netherlands,Online Direct,Individual,5-Year Premium,32,3.9,TRUE,FALSE
BMW-2025-07584,04/07/2025,2025,7,Q3,4 Series,M4,Coupe,Sedan,Petrol,Automatic,Portimao Blue,M Sport,0,0,59855.02,6.24,3734.95,56120.07,Lease,36,Europe,Spain,Fleet/Corporate,Individual,5-Year Premium,46,3.4,FALSE,TRUE
BMW-2024-07585,20/10/2024,2024,10,Q4,i7,eDrive60,EV,Sedan,Petrol,Automatic,Carbon Black,M Sport,4,9019.81,122073.23,5.74,7007,115066.23,Loan,36,China,China,Dealership,Individual,5-Year Premium,69,3.5,FALSE,TRUE
BMW-2025-07586,27/03/2025,2025,3,Q1,3 Series,340i,Sedan,Sedan,Petrol,Automatic,Melbourne Red,M Sport,2,4295.4,55618.41,11.57,6435.05,49183.36,Loan,72,North America,Mexico,Dealership,Individual,3-Year Extended,75,3.4,TRUE,TRUE
BMW-2024-07587,17/09/2024,2024,9,Q3,X1,xDrive20i,SUV,SUV,Electric (BEV),Automatic,Frozen Pure Grey,Sport Line,2,3731.26,45285.53,10.35,4687.05,40598.48,Lease,60,North America,Canada,Online Direct,Corporate,2-Year Standard,44,4.6,FALSE,FALSE
BMW-2025-07588,30/04/2025,2025,4,Q2,X5,xDrive40i,SUV,SUV,Hybrid (PHEV),Automatic,Melbourne Red,Luxury Line,1,892.51,77309.88,7.81,6037.9,71271.98,Loan,36,Europe,Italy,Fleet/Corporate,Individual,5-Year Premium,68,2.5,FALSE,TRUE
BMW-2025-07589,21/09/2025,2025,9,Q3,X7,M60i,SUV,SUV,Petrol,Automatic,Verde Ermes,M Sport,5,7790.96,104366.12,11.24,11730.75,92635.37,Loan,36,Europe,UK,Online Direct,Individual,5-Year Premium,26,2.5,FALSE,TRUE
BMW-2024-07590,30/12/2024,2024,12,Q4,1 Series,128ti,Compact,Hatchback,Petrol,Automatic,Verde Ermes,Standard,0,0,36146.63,10.88,3932.75,32213.88,Cash,0,North America,Canada,Online Direct,Individual,5-Year Premium,40,4.2,FALSE,FALSE
BMW-2025-07591,15/07/2025,2025,7,Q3,X3,xDrive30i,SUV,SUV,Hybrid (PHEV),Automatic,Alpine White,M Sport,0,0,58657.99,11.98,7027.23,51630.76,Loan,60,Europe,Germany,Dealership,Corporate,5-Year Premium,48,4.7,FALSE,FALSE
BMW-2025-07592,07/01/2025,2025,1,Q1,7 Series,760i,Luxury,Sedan,Electric (BEV),Manual,Carbon Black,Sport Line,3,6525.03,106105.34,8.08,8573.31,97532.03,Loan,72,North America,USA,Dealership,Corporate,5-Year Premium,44,3.9,FALSE,FALSE
BMW-2024-07593,29/06/2024,2024,6,Q2,Z4,M40i,Roadster,Convertible,Diesel,Manual,Melbourne Red,Sport Line,2,4065.61,64676.21,6.03,3899.98,60776.23,Loan,48,North America,Mexico,Online Direct,Individual,5-Year Premium,61,4.5,FALSE,FALSE
BMW-2025-07594,01/11/2025,2025,11,Q4,iX,xDrive50,EV,SUV,Hybrid (PHEV),Automatic,Alpine White,M Sport,0,0,104948.15,11.49,12058.54,92889.61,Cash,0,China,China,Dealership,Individual,2-Year Standard,69,3.3,FALSE,TRUE
BMW-2024-07595,12/02/2024,2024,2,Q1,X5,xDrive40i,SUV,SUV,Hybrid (PHEV),Steptronic Sport,Mineral Grey,Luxury Line,0,0,76460.04,5.21,3983.57,72476.47,Loan,48,Europe,Poland,Dealership,Individual,5-Year Premium,43,3.8,TRUE,TRUE
BMW-2025-07596,15/03/2025,2025,3,Q1,3 Series,330i,Sedan,Sedan,Diesel,Automatic,Melbourne Red,Standard,2,4101.79,51107.33,4.24,2166.95,48940.38,Loan,60,Middle East,Saudi Arabia,Dealership,Corporate,5-Year Premium,37,4.4,FALSE,TRUE
BMW-2024-07597,05/01/2024,2024,1,Q1,3 Series,330e,Sedan,Sedan,Diesel,Automatic,Verde Ermes,M Sport,3,5849.7,52347.74,4.34,2271.89,50075.85,Lease,60,North America,Canada,Dealership,Individual,3-Year Extended,77,4.4,FALSE,FALSE
BMW-2024-07598,06/01/2024,2024,1,Q1,X1,xDrive20i,SUV,SUV,Diesel,Automatic,Alpine White,Standard,2,1705.75,44195.86,1.45,640.84,43555.02,Loan,24,Middle East,Kuwait,Dealership,Corporate,2-Year Standard,16,4,TRUE,TRUE
BMW-2024-07599,07/11/2024,2024,11,Q4,5 Series,530i,Sedan,Sedan,Hybrid (PHEV),Steptronic Sport,Carbon Black,Sport Line,3,3808.41,67879.27,4.11,2789.84,65089.43,Lease,60,North America,Mexico,Dealership,Rental,3-Year Extended,42,3.4,FALSE,FALSE
BMW-2025-07600,31/07/2025,2025,7,Q3,i5,eDrive40,EV,Sedan,Petrol,Automatic,Black Sapphire,Standard,2,2091.6,70612.56,6.55,4625.12,65987.44,Loan,24,Latin America,Argentina,Online Direct,Individual,3-Year Extended,31,4.7,FALSE,TRUE
BMW-2024-07601,17/09/2024,2024,9,Q3,X5,M50i,SUV,SUV,Hybrid (PHEV),Automatic,Carbon Black,xLine,0,0,73702.95,0.53,390.63,73312.32,Cash,0,Europe,UK,Online Direct,Individual,3-Year Extended,77,2.5,FALSE,TRUE
BMW-2024-07602,25/01/2024,2024,1,Q1,5 Series,530i,Sedan,Sedan,Petrol,Automatic,Alpine White,Sport Line,1,1868.73,62834.47,6.65,4178.49,58655.98,Lease,60,Latin America,Argentina,Dealership,Corporate,5-Year Premium,56,4.2,FALSE,TRUE
BMW-2025-07603,19/08/2025,2025,8,Q3,5 Series,M5,Sedan,Sedan,Petrol,Automatic,Mineral Grey,M Sport,1,1129.54,73379.65,4.25,3118.64,70261.01,Loan,48,North America,Mexico,Dealership,Individual,3-Year Extended,40,4.2,FALSE,FALSE
BMW-2024-07604,26/10/2024,2024,10,Q4,1 Series,118i,Compact,Hatchback,Electric (BEV),Automatic,Verde Ermes,Individual,1,960.86,48181.62,9.26,4461.62,43720,Subscription,0,Europe,France,Fleet/Corporate,Individual,3-Year Extended,72,4,TRUE,TRUE
BMW-2024-07605,24/01/2024,2024,1,Q1,4 Series,430e,Coupe,Sedan,Electric (BEV),Automatic,Carbon Black,Individual,1,1280.85,63964.94,4.58,2929.59,61035.35,Cash,0,Europe,Poland,Dealership,Individual,2-Year Standard,61,4.6,FALSE,TRUE
BMW-2025-07606,23/09/2025,2025,9,Q3,4 Series,430i,Coupe,Sedan,Diesel,Automatic,Portimao Blue,Standard,5,6925.57,50907.22,5.58,2840.62,48066.6,Lease,72,Latin America,Chile,Dealership,Corporate,5-Year Premium,27,3.8,FALSE,FALSE
BMW-2025-07607,26/07/2025,2025,7,Q3,7 Series,740i,Luxury,Sedan,Hybrid (PHEV),Automatic,Frozen Pure Grey,Sport Line,4,9334.33,97197.32,3.8,3693.5,93503.82,Loan,48,Latin America,Brazil,Dealership,Individual,5-Year Premium,51,4.1,FALSE,FALSE
BMW-2024-07608,17/07/2024,2024,7,Q3,5 Series,540i,Sedan,Sedan,Petrol,Automatic,Carbon Black,Standard,1,1112.97,61680.41,0.49,302.23,61378.18,Lease,60,Europe,Germany,Dealership,Government,2-Year Standard,36,2.5,FALSE,TRUE
BMW-2024-07609,29/12/2024,2024,12,Q4,7 Series,760i,Luxury,Sedan,Petrol,Automatic,Mineral Grey,M Sport,4,9257.93,96988.22,1.09,1057.17,95931.05,Loan,48,Latin America,Argentina,Fleet/Corporate,Individual,2-Year Standard,78,4.3,FALSE,TRUE
BMW-2024-07610,13/03/2024,2024,3,Q1,4 Series,M4,Coupe,Sedan,Diesel,Automatic,Verde Ermes,xLine,3,2550.17,60682.93,2.19,1328.96,59353.97,Cash,0,Middle East,Kuwait,Online Direct,Individual,5-Year Premium,15,3.5,FALSE,FALSE
BMW-2024-07611,24/12/2024,2024,12,Q4,2 Series,M2,Compact,Hatchback,Petrol,Automatic,Frozen Pure Grey,M Sport,0,0,41922.08,8.53,3575.95,38346.13,Loan,72,Europe,France,Online Direct,Individual,5-Year Premium,61,2.5,FALSE,FALSE
BMW-2024-07612,30/05/2024,2024,5,Q2,2 Series,M240i,Compact,Hatchback,Hybrid (PHEV),Manual,Dravit Grey,M Sport,4,6815.87,41669.91,10.55,4396.18,37273.73,Subscription,0,Europe,France,Dealership,Individual,5-Year Premium,68,4.2,FALSE,FALSE
BMW-2025-07613,08/06/2025,2025,6,Q2,5 Series,530i,Sedan,Sedan,Petrol,Automatic,Dravit Grey,Sport Line,3,3237.11,66298.15,5.62,3725.96,62572.19,Cash,0,Europe,Netherlands,Dealership,Rental,2-Year Standard,37,3.8,FALSE,TRUE
BMW-2025-07614,08/07/2025,2025,7,Q3,4 Series,420i,Coupe,Sedan,Petrol,Manual,Dravit Grey,Sport Line,3,5256.78,52748.67,2.33,1229.04,51519.63,Lease,48,Africa,Egypt,Dealership,Government,2-Year Standard,43,4,FALSE,TRUE
BMW-2024-07615,12/01/2024,2024,1,Q1,X1,xDrive25e,SUV,SUV,Diesel,Automatic,Verde Ermes,Sport Line,0,0,47321.02,10.06,4760.49,42560.53,Cash,0,China,China,Dealership,Individual,5-Year Premium,12,4.6,FALSE,FALSE
BMW-2025-07616,27/01/2025,2025,1,Q1,5 Series,540i,Sedan,Sedan,Petrol,Automatic,Alpine White,Luxury Line,5,11481.59,66120.85,8.01,5296.28,60824.57,Lease,24,Latin America,Argentina,Fleet/Corporate,Individual,3-Year Extended,10,4.4,FALSE,TRUE
BMW-2025-07617,08/10/2025,2025,10,Q4,X1,xDrive25e,SUV,SUV,Petrol,Automatic,Frozen Pure Grey,Luxury Line,0,0,46659.76,7.61,3550.81,43108.95,Lease,36,North America,USA,Dealership,Individual,2-Year Standard,68,2.7,TRUE,FALSE
BMW-2025-07618,23/02/2025,2025,2,Q1,X3,xDrive30i,SUV,SUV,Petrol,Automatic,Melbourne Red,Luxury Line,2,3103.35,58724.6,5.21,3059.55,55665.05,Loan,72,Asia Pacific,Australia,Fleet/Corporate,Individual,2-Year Standard,88,3.9,TRUE,FALSE
BMW-2024-07619,15/07/2024,2024,7,Q3,X7,M60i,SUV,SUV,Hybrid (PHEV),Automatic,Tanzanite Blue,Standard,1,1320.2,102156.37,10.39,10614.05,91542.32,Lease,48,China,China,Dealership,Government,2-Year Standard,51,3.3,FALSE,TRUE
BMW-2025-07620,30/09/2025,2025,9,Q3,5 Series,530e,Sedan,Sedan,Hybrid (PHEV),Automatic,Mineral Grey,M Sport,2,2417.3,75077.31,5.44,4084.21,70993.1,Cash,0,China,China,Fleet/Corporate,Individual,2-Year Standard,44,4,TRUE,FALSE
BMW-2024-07621,20/12/2024,2024,12,Q4,5 Series,M5,Sedan,Sedan,Petrol,Automatic,Melbourne Red,Luxury Line,0,0,71977.63,11.92,8579.73,63397.9,Loan,60,China,China,Dealership,Individual,3-Year Extended,72,2.5,FALSE,TRUE
BMW-2024-07622,20/03/2024,2024,3,Q1,3 Series,340i,Sedan,Sedan,Electric (BEV),Automatic,Mineral Grey,Sport Line,5,9522.59,49634.85,6.96,3454.59,46180.26,Lease,24,Asia Pacific,South Korea,Fleet/Corporate,Individual,3-Year Extended,13,4.6,FALSE,FALSE
BMW-2024-07623,22/10/2024,2024,10,Q4,3 Series,330i,Sedan,Sedan,Electric (BEV),Automatic,Portimao Blue,M Sport,0,0,51414.11,6.38,3280.22,48133.89,Cash,0,Europe,UK,Dealership,Corporate,3-Year Extended,50,4.8,FALSE,TRUE
BMW-2025-07624,07/11/2025,2025,11,Q4,X3,xDrive30e,SUV,SUV,Petrol,Automatic,Tanzanite Blue,Luxury Line,2,4696.53,62456.27,9.13,5702.26,56754.01,Loan,48,North America,Mexico,Dealership,Individual,2-Year Standard,25,4.6,FALSE,FALSE
BMW-2025-07625,04/07/2025,2025,7,Q3,2 Series,M240i,Compact,Hatchback,Petrol,Automatic,Frozen Pure Grey,xLine,4,3953.15,41501.38,6.13,2544.03,38957.35,Lease,72,Europe,Germany,Dealership,Individual,5-Year Premium,16,4.4,FALSE,FALSE
BMW-2025-07626,31/10/2025,2025,10,Q4,3 Series,M3,Sedan,Sedan,Petrol,Automatic,Dravit Grey,xLine,3,5789.78,51593.02,6.99,3606.35,47986.67,Loan,72,China,China,Dealership,Individual,2-Year Standard,61,3.3,FALSE,TRUE
BMW-2024-07627,14/09/2024,2024,9,Q3,i7,xDrive60,EV,Sedan,Petrol,Automatic,Black Sapphire,Sport Line,0,0,117008.43,0.58,678.65,116329.78,Lease,72,North America,Canada,Fleet/Corporate,Individual,3-Year Extended,40,4,FALSE,TRUE
BMW-2025-07628,29/10/2025,2025,10,Q4,X5,M,SUV,SUV,Petrol,Automatic,Mineral Grey,M Sport,4,3766.91,82713.44,0.71,587.27,82126.17,Loan,72,Asia Pacific,Thailand,Dealership,Government,3-Year Extended,21,3.8,FALSE,TRUE
BMW-2025-07629,10/04/2025,2025,4,Q2,i4,eDrive40,EV,Sedan,Petrol,Automatic,Tanzanite Blue,Standard,4,8968.6,58993.5,9.33,5504.09,53489.41,Loan,72,Europe,Spain,Dealership,Individual,5-Year Premium,58,2.5,TRUE,FALSE
BMW-2025-07630,17/08/2025,2025,8,Q3,X3,M40i,SUV,SUV,Petrol,Automatic,Frozen Pure Grey,Standard,1,1722.11,55459.76,3.49,1935.55,53524.21,Loan,36,North America,USA,Dealership,Individual,3-Year Extended,15,4.4,FALSE,FALSE
BMW-2025-07631,23/01/2025,2025,1,Q1,X7,M60i,SUV,SUV,Hybrid (PHEV),Automatic,Portimao Blue,Luxury Line,4,7260.36,101440.54,8.59,8713.74,92726.8,Cash,0,Europe,France,Dealership,Individual,2-Year Standard,75,4.2,TRUE,TRUE
BMW-2025-07632,30/01/2025,2025,1,Q1,X1,xDrive20i,SUV,SUV,Diesel,Automatic,Alpine White,M Sport,5,5352.02,50785.38,6.48,3290.89,47494.49,Cash,0,China,China,Dealership,Individual,3-Year Extended,4,4.6,TRUE,TRUE
BMW-2025-07633,09/04/2025,2025,4,Q2,1 Series,M135i,Compact,Hatchback,Hybrid (PHEV),Automatic,Frozen Pure Grey,Luxury Line,4,4494.43,42300.74,11.84,5008.41,37292.33,Loan,36,China,China,Online Direct,Individual,5-Year Premium,59,3.7,FALSE,FALSE
BMW-2025-07634,18/07/2025,2025,7,Q3,5 Series,520i,Sedan,Sedan,Diesel,Automatic,Melbourne Red,Sport Line,0,0,70216.46,3.11,2183.73,68032.73,Lease,72,North America,Canada,Dealership,Corporate,3-Year Extended,83,4.3,FALSE,FALSE
BMW-2025-07635,08/04/2025,2025,4,Q2,i4,eDrive35,EV,Sedan,Diesel,Automatic,Carbon Black,Standard,1,2055.91,63220.12,3.13,1978.79,61241.33,Lease,72,North America,USA,Online Direct,Corporate,2-Year Standard,54,4.7,FALSE,FALSE
BMW-2025-07636,06/02/2025,2025,2,Q1,X3,xDrive30e,SUV,SUV,Diesel,Steptronic Sport,Frozen Pure Grey,Sport Line,1,1407.12,60490.97,5.61,3393.54,57097.43,Lease,60,China,China,Dealership,Corporate,2-Year Standard,78,4.5,FALSE,TRUE
BMW-2025-07637,02/08/2025,2025,8,Q3,5 Series,540i,Sedan,Sedan,Diesel,Automatic,Carbon Black,Luxury Line,4,8510.72,67049.31,8.65,5799.77,61249.54,Cash,0,Europe,Spain,Online Direct,Government,2-Year Standard,52,3.5,TRUE,TRUE
BMW-2024-07638,02/03/2024,2024,3,Q1,3 Series,330i,Sedan,Sedan,Diesel,Automatic,Frozen Pure Grey,M Sport,1,2408.78,51427.77,6.68,3435.38,47992.39,Loan,24,Asia Pacific,South Korea,Fleet/Corporate,Individual,3-Year Extended,50,3.2,TRUE,TRUE
BMW-2025-07639,02/07/2025,2025,7,Q3,i4,eDrive40,EV,Sedan,Diesel,Automatic,Black Sapphire,xLine,0,0,62946.06,1.23,774.24,62171.82,Lease,36,Europe,Poland,Fleet/Corporate,Government,3-Year Extended,22,3.7,FALSE,TRUE
BMW-2024-07640,22/03/2024,2024,3,Q1,i4,eDrive40,EV,Sedan,Petrol,Manual,Frozen Pure Grey,xLine,1,1830.68,63457.95,4.71,2988.87,60469.08,Loan,60,North America,Mexico,Dealership,Corporate,3-Year Extended,88,4.4,FALSE,FALSE
BMW-2024-07641,30/04/2024,2024,4,Q2,X3,xDrive30i,SUV,SUV,Electric (BEV),Manual,Verde Ermes,Sport Line,3,3785.45,58431.83,8.03,4692.08,53739.75,Loan,60,North America,Mexico,Dealership,Corporate,2-Year Standard,89,3.4,FALSE,TRUE
BMW-2025-07642,09/06/2025,2025,6,Q2,X1,xDrive23i,SUV,SUV,Electric (BEV),Automatic,Tanzanite Blue,Standard,3,6324.02,46803.5,6.65,3112.43,43691.07,Loan,72,China,China,Dealership,Individual,3-Year Extended,68,4.2,FALSE,TRUE
BMW-2024-07643,10/01/2024,2024,1,Q1,3 Series,M3,Sedan,Sedan,Diesel,Automatic,Mineral Grey,xLine,0,0,46567.19,11.52,5364.54,41202.65,Loan,60,Europe,Netherlands,Online Direct,Individual,2-Year Standard,47,4.8,TRUE,TRUE
BMW-2025-07644,29/12/2025,2025,12,Q4,5 Series,530i,Sedan,Sedan,Diesel,Automatic,Verde Ermes,M Sport,1,841.89,75096.24,10.39,7802.5,67293.74,Loan,60,China,China,Fleet/Corporate,Individual,2-Year Standard,68,4.9,FALSE,FALSE
BMW-2025-07645,26/03/2025,2025,3,Q1,5 Series,520i,Sedan,Sedan,Petrol,Steptronic Sport,Tanzanite Blue,Sport Line,2,4114.4,70649.01,4.17,2946.06,67702.95,Lease,36,North America,USA,Dealership,Individual,3-Year Extended,10,5,TRUE,FALSE
BMW-2024-07646,31/01/2024,2024,1,Q1,4 Series,430i,Coupe,Sedan,Petrol,Automatic,Frozen Pure Grey,M Sport,3,4489.72,62441.64,9.03,5638.48,56803.16,Subscription,0,China,China,Dealership,Individual,3-Year Extended,13,2.5,FALSE,FALSE
BMW-2025-07647,28/11/2025,2025,11,Q4,4 Series,420i,Coupe,Sedan,Electric (BEV),Automatic,Alpine White,M Sport,2,1953.29,62008.99,0.27,167.42,61841.57,Loan,72,North America,USA,Dealership,Individual,2-Year Standard,41,3.4,TRUE,TRUE
BMW-2025-07648,11/05/2025,2025,5,Q2,3 Series,M3,Sedan,Sedan,Hybrid (PHEV),Automatic,Mineral Grey,M Sport,5,6433.48,51182.02,4.76,2436.26,48745.76,Lease,72,Europe,Germany,Dealership,Individual,3-Year Extended,39,3.8,FALSE,TRUE
BMW-2024-07649,16/09/2024,2024,9,Q3,X3,xDrive30e,SUV,SUV,Petrol,Automatic,Alpine White,Luxury Line,5,4100.97,56852.81,3.54,2012.59,54840.22,Loan,60,North America,USA,Dealership,Corporate,2-Year Standard,88,4,TRUE,FALSE
BMW-2025-07650,20/10/2025,2025,10,Q4,i7,xDrive60,EV,Sedan,Diesel,Automatic,Alpine White,Standard,4,3861.73,110799.04,10.12,11212.86,99586.18,Lease,48,Europe,Netherlands,Dealership,Individual,3-Year Extended,83,4,TRUE,TRUE
BMW-2024-07651,11/06/2024,2024,6,Q2,5 Series,520i,Sedan,Sedan,Petrol,Steptronic Sport,Dravit Grey,Sport Line,0,0,68797.65,3.25,2235.92,66561.73,Loan,72,North America,Canada,Dealership,Government,5-Year Premium,39,2.5,FALSE,FALSE
BMW-2025-07652,02/08/2025,2025,8,Q3,5 Series,520i,Sedan,Sedan,Petrol,Automatic,Black Sapphire,Sport Line,5,7169.15,68526.15,4.72,3234.43,65291.72,Loan,24,Europe,Netherlands,Dealership,Individual,2-Year Standard,52,4.1,TRUE,FALSE
BMW-2025-07653,17/09/2025,2025,9,Q3,X3,xDrive30i,SUV,SUV,Hybrid (PHEV),Automatic,Portimao Blue,Sport Line,0,0,57061.31,3.8,2168.33,54892.98,Cash,0,Europe,Germany,Dealership,Individual,2-Year Standard,61,3.6,TRUE,FALSE
BMW-2024-07654,13/07/2024,2024,7,Q3,5 Series,530i,Sedan,Sedan,Diesel,Automatic,Dravit Grey,M Sport,0,0,70340.08,3.72,2616.65,67723.43,Lease,72,North America,Canada,Dealership,Individual,5-Year Premium,20,4,FALSE,FALSE
BMW-2025-07655,03/05/2025,2025,5,Q2,X3,M,SUV,SUV,Electric (BEV),Manual,Verde Ermes,xLine,2,4717.57,59956.37,6.06,3633.36,56323.01,Cash,0,North America,Mexico,Online Direct,Individual,2-Year Standard,18,2.4,FALSE,FALSE
BMW-2025-07656,25/03/2025,2025,3,Q1,2 Series,M2,Compact,Hatchback,Hybrid (PHEV),Automatic,Dravit Grey,Individual,2,3751.75,55643.32,7.45,4145.43,51497.89,Cash,0,China,China,Dealership,Individual,3-Year Extended,67,4.3,FALSE,TRUE
